stop_name;stop_lon;stop_lat;shortName;mode;Pointgeo;Nom_commune;code postal
Citï¿½ Jardins;2.304043334846652;48.91606987962529;177;Bus;48.91606987962529, 2.3040433348466514;Gennevilliers;92036
Pierre Curie;2.3120682523733045;48.91903896996983;177;Bus;48.91903896996983, 2.3120682523733045;Asniï¿½res-sur-Seine;92004
Pointet;2.330177043302546;48.93274793238868;177;Bus;48.93274793238868, 2.330177043302546;Villeneuve-la-Garenne;92078
Gï¿½rard Philipe;2.3283171198411856;48.93619978731111;177;Bus;48.93619978731111, 2.3283171198411856;Villeneuve-la-Garenne;92078
Saint-Exupï¿½ry;2.325430158958751;48.93987964225735;177;Bus;48.939879642257345, 2.325430158958751;Villeneuve-la-Garenne;92078
Zone Industrielle Nord;2.3190038562528765;48.94274799321629;177;Bus;48.942747993216294, 2.3190038562528765;Villeneuve-la-Garenne;92078
Couture d'Auxerre;2.290154988272737;48.92490950083874;178;Bus;48.924909500838744, 2.290154988272737;Gennevilliers;92036
Gennevilliers RER;2.307158744618236;48.93316563931218;178;Bus;48.93316563931218, 2.307158744618236;Gennevilliers;92036
Vieux Chemin de Saint-Denis - Centre Commercial;2.319410066283535;48.93152718413909;178;Bus;48.93152718413909, 2.319410066283535;Gennevilliers;92036
Rond-Point Pierre Timbaud - Jules Larose;2.3017469770006747;48.93263961974019;178;Bus;48.93263961974019, 2.3017469770006747;Gennevilliers;92036
Moulin de Cage;2.3010540650524223;48.93036935804299;178;Bus;48.93036935804299, 2.3010540650524223;Gennevilliers;92036
Jaurï¿½s - Camï¿½linat - Mairie;2.294155732034983;48.92676770646701;178;Bus;48.92676770646701, 2.294155732034983;Gennevilliers;92036
Chevreul;2.264964997275089;48.90731099016967;178;Bus;48.90731099016967, 2.264964997275089;Bois-Colombes;92009
D'Estienne d'Orves;2.2516755601095144;48.90171585878928;178;Bus;48.90171585878928, 2.2516755601095144;Courbevoie;92026
Normandie;2.2419553881608385;48.89848910173454;178;Bus;48.89848910173454, 2.2419553881608385;Courbevoie;92026
Coeur de Ville;2.263592284732138;48.781579675176;179;Bus;48.781579675176, 2.263592284732138;Le Plessis-Robinson;92060
La Boursidiï¿½re;2.238346573511739;48.7759439104037;179;Bus;48.775943910403704, 2.238346573511739;Clamart;92023
Rond-Point du Petit Clamart;2.229567440868526;48.77790233447723;179;Bus;48.77790233447723, 2.229567440868526;Clamart;92023
Avenue de la Sygrie;2.2263488690992563;48.78203688059596;179;Bus;48.78203688059596, 2.2263488690992563;Meudon;92048
Brimborion - Division Leclerc;2.2212707793212725;48.8231787875632;179;Bus;48.823178787563194, 2.2212707793212725;Sï¿½vres;92072
Pont de Sï¿½vres;2.2302768440546314;48.82945186864603;179;Bus;48.82945186864603, 2.2302768440546314;Boulogne-Billancourt;92012
Docteur Roux;2.211555373059864;48.81171976113036;179;Bus;48.81171976113036, 2.211555373059864;Meudon;92048
Malabry;2.248598796380544;48.76991970254768;179;Bus;48.769919702547675, 2.2485987963805436;Chï¿½tenay-Malabry;92019
Robinson RER;2.28179108816405;48.779423919686;179;Bus;48.779423919685996, 2.28179108816405;Sceaux;92071
Lï¿½on Gambetta;2.3260829222287214;48.81362538075346;187;Bus;48.81362538075346, 2.3260829222287214;Montrouge;92049
Les Blagis;2.304183706509041;48.78514179840656;188;Bus;48.78514179840656, 2.304183706509041;Sceaux;92071
Lï¿½on Gambetta;2.3260829222287214;48.81362538075346;188;Bus;48.81362538075346, 2.3260829222287214;Montrouge;92049
Les Blains;2.3153975335247243;48.792509773140026;188;Bus;48.792509773140026, 2.3153975335247243;Bagneux;92007
Les Blagis - Gabriel Pï¿½ri;2.302698599661542;48.78627539516911;188;Bus;48.78627539516911, 2.302698599661542;Bagneux;92007
Rue des Brugnauts;2.300807635111884;48.78925039077753;188;Bus;48.78925039077753, 2.3008076351118842;Bagneux;92007
Collï¿½ge Romain Rolland;2.2991365344484995;48.79205575205732;188;Bus;48.79205575205732, 2.2991365344484995;Bagneux;92007
Cimetiï¿½re;2.266352588152973;48.79434136148732;189;Bus;48.79434136148732, 2.266352588152973;Clamart;92023
Rï¿½publique;2.285986165324952;48.82094751284682;189;Bus;48.82094751284682, 2.2859861653249514;Vanves;92075
Voie Lactï¿½e;2.2603415503989184;48.83328407877221;189;Bus;48.83328407877221, 2.2603415503989184;Boulogne-Billancourt;92012
Rï¿½publique;2.2858088722508283;48.82096444178464;189;Bus;48.82096444178464, 2.2858088722508283;Vanves;92075
Rue de Chï¿½tillon;2.283265399311105;48.81773840838656;189;Bus;48.81773840838656, 2.283265399311105;Vanves;92075
Clos Montholon;2.278012152375561;48.81451396478847;189;Bus;48.81451396478847, 2.278012152375561;Clamart;92023
Plessis - Piquet;2.26760568082752;48.79817153104298;189;Bus;48.79817153104298, 2.2676056808275193;Clamart;92023
Chemin des Vignes;2.2547816240086087;48.81719552182322;190;Bus;48.81719552182322, 2.2547816240086087;Issy-les-Moulineaux;92040
Place du Garde;2.2569240437089912;48.80352002010862;190;Bus;48.80352002010862, 2.2569240437089912;Clamart;92023
Cimetiï¿½re Intercommunal;2.244831356428465;48.78673317242517;190;Bus;48.78673317242517, 2.2448313564284654;Clamart;92023
Charles Debry;2.2343623686436365;48.77851778581472;190;Bus;48.778517785814714, 2.2343623686436365;Clamart;92023
Meudon-la-Forï¿½t;2.2258235962938957;48.78441694866812;190;Bus;48.78441694866812, 2.2258235962938953;Meudon;92048
Eglise - Avenue de Celle;2.228168648925985;48.78690552623721;190;Bus;48.78690552623721, 2.2281686489259855;Meudon;92048
Pavï¿½ Blanc;2.239885675272259;48.78052279274452;190;Bus;48.78052279274452, 2.239885675272259;Clamart;92023
Place du Garde;2.257472075734714;48.80328058676885;190;Bus;48.80328058676885, 2.257472075734714;Clamart;92023
Fleury;2.258281472183739;48.81147015284484;190;Bus;48.81147015284484, 2.258281472183739;Clamart;92023
Pï¿½re Brottier - Charles Infroit;2.2455484172598354;48.80585916432309;191;Bus;48.80585916432309, 2.2455484172598354;Meudon;92048
Rue des Peupliers;2.249702341586053;48.80768411196399;191;Bus;48.80768411196399, 2.249702341586053;Clamart;92023
Piscine;2.282004508501664;48.81040079645253;191;Bus;48.810400796452534, 2.2820045085016636;Chï¿½tillon;92020
Alexis Martin;2.295802071035656;48.8141973555272;191;Bus;48.8141973555272, 2.2958020710356557;Malakoff;92046
Pierre Larousse - Carrefour du 8 Mai 1945;2.3054143365953834;48.81947902698211;191;Bus;48.81947902698211, 2.3054143365953834;Malakoff;92046
Gabriel Pï¿½ri - Andrï¿½ Coin;2.299219559003665;48.819316967447904;191;Bus;48.819316967447904, 2.2992195590036655;Malakoff;92046
Barbusse - Vedrines;2.285252623007846;48.81086995719381;191;Bus;48.81086995719381, 2.285252623007846;Malakoff;92046
Hï¿½bert;2.276434871061365;48.811392527293016;191;Bus;48.811392527293016, 2.276434871061365;Clamart;92023
Poste;2.25912380603847;48.80202267644296;191;Bus;48.80202267644296, 2.25912380603847;Clamart;92023
Place du Garde;2.257472075734714;48.80328058676885;191;Bus;48.80328058676885, 2.257472075734714;Clamart;92023
Marquis;2.2586115889592278;48.805491195876286;191;Bus;48.805491195876286, 2.2586115889592273;Clamart;92023
Rue des Peupliers;2.2498503006845363;48.80781095661688;191;Bus;48.80781095661688, 2.2498503006845363;Meudon;92048
Petit Chambord;2.312275022027358;48.77638336322228;192;Bus;48.77638336322228, 2.312275022027358;Sceaux;92071
Institut Notre-Dame;2.3173730144747746;48.78197998828934;192;Bus;48.78197998828934, 2.3173730144747746;Bourg-la-Reine;92014
Bourg-la-Reine RER;2.3133688185931462;48.77909690251257;192;Bus;48.77909690251257, 2.3133688185931462;Bourg-la-Reine;92014
Eglise de Sceaux;2.2975490449819715;48.77852824619907;192;Bus;48.77852824619907, 2.2975490449819715;Sceaux;92071
Robinson RER;2.281418219522704;48.779817422316334;192;Bus;48.779817422316334, 2.281418219522704;Sceaux;92071
Augustin Dumont;2.305297761983604;48.81596174664588;194;Bus;48.81596174664588, 2.305297761983604;Malakoff;92046
Chï¿½tillon - Montrouge;2.2998579146333933;48.811334128749216;194;Bus;48.811334128749216, 2.2998579146333933;Malakoff;92046
Le Plateau;2.285179619672969;48.79632621818536;194;Bus;48.796326218185364, 2.285179619672969;Chï¿½tillon;92020
Pasteur;2.278710656900762;48.78567430336828;194;Bus;48.78567430336828, 2.278710656900762;Fontenay-aux-Roses;92032
Edmond About;2.27796601348548;48.7834212658138;194;Bus;48.7834212658138, 2.2779660134854796;Le Plessis-Robinson;92060
Groupe Scolaire Sophie Barat;2.269801586185115;48.758007784147445;194;Bus;48.758007784147445, 2.269801586185115;Chï¿½tenay-Malabry;92019
Thï¿½ï¿½tre La Piscine;2.272174372671852;48.76442624613459;194;Bus;48.76442624613459, 2.272174372671852;Chï¿½tenay-Malabry;92019
Docteur le Savoureux;2.2735326363637687;48.76849994245417;194;Bus;48.76849994245417, 2.2735326363637687;Chï¿½tenay-Malabry;92019
Carrefour des Mouilleboeufs;2.2813519734176366;48.783639550339295;194;Bus;48.783639550339295, 2.2813519734176366;Fontenay-aux-Roses;92032
Abbï¿½ Grandjean;2.283832806484092;48.78733305191341;194;Bus;48.78733305191341, 2.283832806484092;Fontenay-aux-Roses;92032
Carnot - Jean Jaurï¿½s;2.284898306300753;48.79102702113471;194;Bus;48.79102702113471, 2.284898306300753;Fontenay-aux-Roses;92032
Mairie;2.287099014573029;48.7913549632054;194;Bus;48.7913549632054, 2.287099014573029;Fontenay-aux-Roses;92032
Augustin Dumont;2.306568976759481;48.81663467314458;194;Bus;48.816634673144584, 2.3065689767594812;Montrouge;92049
12 fï¿½vrier 1934;2.3087005730490504;48.81815798652167;194;Bus;48.81815798652167, 2.3087005730490504;Montrouge;92049
Chartres - Blanchard;2.29231418712775;48.79625175387307;195;Bus;48.79625175387307, 2.29231418712775;Chï¿½tillon;92020
Division Leclerc - Brosselette;2.284042443187924;48.7988377459016;195;Bus;48.798837745901594, 2.2840424431879236;Chï¿½tillon;92020
Rue du Midi;2.2634163095534867;48.78826126140636;195;Bus;48.78826126140636, 2.2634163095534867;Clamart;92023
Charles Pasqua;2.260159946402939;48.77888718945615;195;Bus;48.77888718945615, 2.260159946402939;Le Plessis-Robinson;92060
Moulin Fidel;2.257356116868781;48.77412982611824;195;Bus;48.774129826118234, 2.257356116868781;Le Plessis-Robinson;92060
Charles Pasqua;2.260271997196137;48.7786630276378;195;Bus;48.7786630276378, 2.260271997196137;Le Plessis-Robinson;92060
Centre Bus;2.2754454118358014;48.7953771886976;195;Bus;48.7953771886976, 2.2754454118358014;Fontenay-aux-Roses;92032
Pierrelais - Fontenay;2.287607895347133;48.797950652092645;195;Bus;48.797950652092645, 2.287607895347133;Chï¿½tillon;92020
Pierrelais - Blanchard;2.2889166872120743;48.79481952025696;195;Bus;48.79481952025696, 2.2889166872120743;Fontenay-aux-Roses;92032
Normandie;2.309799426941165;48.76600772923458;196;Bus;48.76600772923458, 2.3097994269411655;Antony;92002
Gï¿½nï¿½ral de Gaulle - Croix de Berny;2.308352605862792;48.762248740819686;196;Bus;48.762248740819686, 2.308352605862792;Antony;92002
Fernand Fenzy;2.306482175735104;48.75762380552539;196;Bus;48.75762380552539, 2.3064821757351037;Antony;92002
Thï¿½ï¿½tre - Mairie;2.29694394183748;48.75475279815072;196;Bus;48.75475279815072, 2.2969439418374797;Antony;92002
Antony RER;2.3010043582098194;48.75526233033949;196;Bus;48.755262330339484, 2.3010043582098194;Antony;92002
Antony RER;2.301369803416461;48.75539938435226;196;Bus;48.75539938435226, 2.301369803416461;Antony;92002
Marchï¿½ d'Antony;2.302110660728518;48.75232314200928;196;Bus;48.752323142009274, 2.302110660728518;Antony;92002
Gï¿½nï¿½ral de Gaulle - Croix de Berny;2.30870260992566;48.762529590602114;196;Bus;48.762529590602114, 2.30870260992566;Antony;92002
Julien Pï¿½rin;2.2861871712078385;48.755606825111705;196;Bus;48.755606825111705, 2.2861871712078385;Antony;92002
Les Rabats - Armand Guillebaud;2.3137967959051498;48.74551464682992;197;Bus;48.74551464682992, 2.3137967959051498;Antony;92002
Pont d'Antony;2.3045975062896265;48.751028966240334;197;Bus;48.751028966240334, 2.3045975062896265;Antony;92002
La Fontaine;2.3122946633469086;48.77076209330749;197;Bus;48.77076209330749, 2.3122946633469086;Antony;92002
Petit Chambord - Lycï¿½e Lakanal;2.314453761686253;48.777313292145166;197;Bus;48.777313292145166, 2.314453761686253;Bourg-la-Reine;92014
Condorcet - Mairie RER;2.3154707599465;48.77966660212834;197;Bus;48.779666602128344, 2.3154707599465;Bourg-la-Reine;92014
Jean-Marin Naudin;2.3232791431036945;48.8051102905567;197;Bus;48.8051102905567, 2.3232791431036945;Bagneux;92007
Baconnets - Mirabeau;2.298167845411719;48.74061175987456;197;Bus;48.74061175987456, 2.298167845411719;Antony;92002
Les Baconnets RER;2.288935632954236;48.73949577760241;197;Bus;48.73949577760241, 2.288935632954236;Antony;92002
Mont Blanc;2.287289130993183;48.73757912271721;197;Bus;48.73757912271721, 2.287289130993183;Antony;92002
Aubï¿½pine;2.31120011978573;48.74337700639683;197;Bus;48.74337700639683, 2.31120011978573;Antony;92002
Jean-Marin Naudin;2.32305978732836;48.80522596993228;197;Bus;48.80522596993228, 2.32305978732836;Bagneux;92007
Morteaux;2.307574920272586;48.760364423153774;197;Bus;48.760364423153774, 2.307574920272586;Antony;92002
Pont d'Antony;2.304278158197121;48.75049643645012;197;Bus;48.75049643645012, 2.3042781581971212;Antony;92002
Blanche de Castille;2.303144761929647;48.744715406421896;197;Bus;48.744715406421896, 2.303144761929647;Antony;92002
Marchï¿½ Marceau;2.265568241731601;48.929338774165295;366;Bus;48.929338774165295, 2.265568241731601;Colombes;92025
Pierre Curie;2.3117537109731225;48.919091121768574;366;Bus;48.919091121768574, 2.3117537109731225;Gennevilliers;92036
8 mai 1945;2.2897046029560832;48.92191215446004;366;Bus;48.92191215446004, 2.2897046029560832;Gennevilliers;92036
Mairie;2.2545206926998738;48.92308334746646;366;Bus;48.92308334746646, 2.2545206926998738;Colombes;92025
Les Pï¿½querettes;2.2155970077518363;48.90877853464712;367;Bus;48.90877853464712, 2.2155970077518363;Nanterre;92050
Periparc;2.219753672528353;48.91635996160068;367;Bus;48.91635996160068, 2.219753672528353;Nanterre;92050
Periparc;2.2189542195938;48.91598603274749;367;Bus;48.91598603274749, 2.2189542195938;Nanterre;92050
Les Peupliers;2.215691917744438;48.91243939301816;367;Bus;48.912439393018154, 2.215691917744438;Nanterre;92050
Pascal;2.208550927793913;48.8993162298093;367;Bus;48.8993162298093, 2.2085509277939135;Nanterre;92050
Les Guilleraies;2.182473717170157;48.89472531976168;367;Bus;48.894725319761676, 2.182473717170157;Nanterre;92050
Les Courtilles;2.28258164351762;48.92979256131212;378;Bus;48.92979256131212, 2.2825816435176196;Asniï¿½res-sur-Seine;92004
Quatre Routes - La Redoute;2.274426406677357;48.92736031709513;378;Bus;48.92736031709513, 2.274426406677357;Asniï¿½res-sur-Seine;92004
Beausï¿½jour;2.264871714006436;48.92454122264264;378;Bus;48.92454122264264, 2.2648717140064356;Colombes;92025
Rhin et Danube;2.256469966348417;48.923239348212284;378;Bus;48.923239348212284, 2.256469966348417;Colombes;92025
Egalitï¿½;2.242570550430119;48.91995974447837;378;Bus;48.91995974447837, 2.242570550430119;Colombes;92025
Jules Quentin;2.1936404145751367;48.89498989283405;378;Bus;48.89498989283405, 2.1936404145751367;Nanterre;92050
Jean Baillet;2.206473363375944;48.90316960080109;378;Bus;48.90316960080109, 2.206473363375944;Nanterre;92050
Hï¿½pital de Nanterre;2.22396281671205;48.91226842803832;378;Bus;48.912268428038324, 2.22396281671205;Nanterre;92050
Freycinet;2.2779897686107726;48.9282541611536;378;Bus;48.9282541611536, 2.2779897686107726;Asniï¿½res-sur-Seine;92004
Bourg-la-Reine RER;2.313136410598059;48.78021084297245;388;Bus;48.78021084297245, 2.313136410598059;Bourg-la-Reine;92014
Rue du 8 Mai 1945;2.3157823591576894;48.782888292207936;388;Bus;48.782888292207936, 2.3157823591576894;Bourg-la-Reine;92014
Les Bas Coquarts;2.31109416782014;48.78645900437335;388;Bus;48.78645900437335, 2.3110941678201398;Bourg-la-Reine;92014
Libertï¿½;2.29316878213314;48.79848733400933;388;Bus;48.79848733400933, 2.29316878213314;Chï¿½tillon;92020
Depinoy;2.313866677227917;48.82196515702969;388;Bus;48.82196515702969, 2.313866677227917;Montrouge;92049
Pierre Brossolette - Gabriel Pï¿½ri;2.3102483559620315;48.81955197893826;388;Bus;48.81955197893826, 2.3102483559620315;Malakoff;92046
Augustin Dumont;2.305297761983604;48.81596174664588;388;Bus;48.81596174664588, 2.305297761983604;Malakoff;92046
Etienne Dolet;2.3027627657461345;48.81406726681217;388;Bus;48.81406726681217, 2.3027627657461345;Malakoff;92046
Maison Blanche;2.2982714358388696;48.80880652461428;388;Bus;48.80880652461428, 2.2982714358388696;Chï¿½tillon;92020
Rï¿½publique - Deforges;2.297564012880694;48.803702789553896;388;Bus;48.803702789553896, 2.297564012880694;Chï¿½tillon;92020
Cosson - Longuet;2.3180701473393497;48.80049376037689;388;Bus;48.80049376037689, 2.3180701473393497;Bagneux;92007
Port Galand;2.314166768480466;48.78983147691424;388;Bus;48.78983147691424, 2.314166768480466;Bagneux;92007
Groupe Scolaire Brossolette;2.2448469314065824;48.81857221840163;389;Bus;48.81857221840163, 2.2448469314065824;Meudon;92048
Verdun - Docteur Lombard;2.2516262646608256;48.81879472008707;389;Bus;48.81879472008707, 2.2516262646608256;Issy-les-Moulineaux;92040
Place Jules Guesde;2.2411971691772505;48.82697639347515;389;Bus;48.82697639347515, 2.2411971691772505;Boulogne-Billancourt;92012
Yves Kermen;2.2351410652951498;48.83031050995678;389;Bus;48.83031050995678, 2.2351410652951498;Boulogne-Billancourt;92012
Place Jules Guesde;2.241483591810004;48.82695122891095;389;Bus;48.82695122891095, 2.241483591810004;Boulogne-Billancourt;92012
Paul Besnard;2.2494116506561417;48.81842108175351;389;Bus;48.81842108175351, 2.2494116506561417;Issy-les-Moulineaux;92040
Meudon-sur-Seine;2.2387954255915274;48.81887561577072;389;Bus;48.81887561577072, 2.2387954255915274;Meudon;92048
Gare de Bellevue;2.2297088006508448;48.819033277982165;389;Bus;48.819033277982165, 2.2297088006508448;Meudon;92048
Jeanne d'Arc;2.231841936403529;48.81660964144067;389;Bus;48.81660964144067, 2.231841936403529;Meudon;92048
Rabelais;2.236900791568707;48.81153346025327;389;Bus;48.811533460253266, 2.236900791568707;Meudon;92048
Tapis Vert;2.2335399830618865;48.789107697711046;389;Bus;48.789107697711046, 2.2335399830618865;Meudon;92048
Centre Commercial du Moulin;2.2237664893213926;48.79003397103952;389;Bus;48.79003397103952, 2.2237664893213926;Meudon;92048
Georges Pompidou;2.237680583044183;48.78520372534688;390;Bus;48.785203725346875, 2.237680583044183;Clamart;92023
Charles Pasqua;2.261364562929334;48.779353348203415;390;Bus;48.779353348203415, 2.2613645629293346;Le Plessis-Robinson;92060
Hï¿½pital Marie Lannelongue;2.274282807870476;48.78304817911648;390;Bus;48.783048179116484, 2.2742828078704758;Le Plessis-Robinson;92060
Lï¿½on Blum;2.297779612853113;48.7846546274056;390;Bus;48.784654627405594, 2.297779612853113;Sceaux;92071
Les Blagis;2.3022094642992506;48.78519324456724;390;Bus;48.78519324456724, 2.3022094642992506;Sceaux;92071
Rue du 8 Mai 1945;2.314845457636007;48.782721028979296;390;Bus;48.782721028979296, 2.314845457636007;Bourg-la-Reine;92014
Rue du 8 Mai 1945;2.3157823591576894;48.782888292207936;390;Bus;48.782888292207936, 2.3157823591576894;Bourg-la-Reine;92014
Coeur de Ville;2.263592284732138;48.781579675176;390;Bus;48.781579675176, 2.263592284732138;Le Plessis-Robinson;92060
Georges Pompidou;2.237491771530247;48.78694739395932;390;Bus;48.786947393959316, 2.237491771530247;Clamart;92023
Frï¿½res Lumiï¿½re;2.3104407703679404;48.78852387972684;391;Bus;48.78852387972684, 2.3104407703679404;Bagneux;92007
Pluchet;2.3008874240683763;48.799549056048825;391;Bus;48.799549056048825, 2.3008874240683763;Bagneux;92007
Gare de Clamart;2.2718242035669416;48.81390981971501;394;Bus;48.81390981971501, 2.2718242035669416;Clamart;92023
Tennis - Gï¿½nï¿½ral Leclerc;2.2786988890566358;48.79144846297904;394;Bus;48.791448462979034, 2.2786988890566353;Fontenay-aux-Roses;92032
Lï¿½onie Laporte;2.276189051667348;48.7918200344753;394;Bus;48.7918200344753, 2.2761890516673478;Fontenay-aux-Roses;92032
Centre Bus;2.2754454118358014;48.7953771886976;394;Bus;48.7953771886976, 2.2754454118358014;Fontenay-aux-Roses;92032
Les Sablons;2.282099717819094;48.79754893794941;394;Bus;48.79754893794941, 2.282099717819094;Chï¿½tillon;92020
Centre de Chï¿½tillon;2.2882827355575515;48.80436740805735;394;Bus;48.80436740805735, 2.2882827355575515;Chï¿½tillon;92020
Gï¿½nï¿½ral de Gaulle;2.275756813753456;48.81707258403184;394;Bus;48.81707258403184, 2.275756813753456;Vanves;92075
Piscine;2.282004508501664;48.81040079645253;394;Bus;48.810400796452534, 2.2820045085016636;Chï¿½tillon;92020
Fï¿½lix Faure;2.2864222419576827;48.806002216168224;394;Bus;48.806002216168224, 2.2864222419576827;Chï¿½tillon;92020
Centre de Chï¿½tillon;2.2881615538068125;48.80426775254457;394;Bus;48.80426775254457, 2.2881615538068125;Chï¿½tillon;92020
Centre Bus;2.276106548532051;48.79580391657038;394;Bus;48.79580391657038, 2.276106548532051;Chï¿½tillon;92020
Division Leclerc;2.2731138735430627;48.79466149249151;394;Bus;48.79466149249151, 2.2731138735430627;Chï¿½tillon;92020
Jacquemin;2.27989527186505;48.79254396419181;394;Bus;48.79254396419181, 2.27989527186505;Fontenay-aux-Roses;92032
Carnot - Jean Jaurï¿½s;2.284898306300753;48.79102702113471;394;Bus;48.79102702113471, 2.284898306300753;Fontenay-aux-Roses;92032
Lï¿½on Blum;2.297779612853113;48.7846546274056;394;Bus;48.784654627405594, 2.297779612853113;Sceaux;92071
Noveos;2.2501461019471263;48.77681904315492;395;Bus;48.77681904315492, 2.2501461019471263;Le Plessis-Robinson;92060
La Poste;2.257239946724771;48.78038010110499;395;Bus;48.78038010110499, 2.257239946724771;Le Plessis-Robinson;92060
L'Escalier;2.267219581173543;48.78301406438967;395;Bus;48.78301406438967, 2.267219581173543;Le Plessis-Robinson;92060
Edmond About;2.27796601348548;48.7834212658138;395;Bus;48.7834212658138, 2.2779660134854796;Le Plessis-Robinson;92060
Robinson RER;2.2815919074778974;48.78005231585741;395;Bus;48.780052315857404, 2.2815919074778974;Sceaux;92071
Grande Voie des Vignes - ï¿½cole Centrale;2.2902859561682627;48.76621717231675;395;Bus;48.76621717231675, 2.2902859561682627;Chï¿½tenay-Malabry;92019
Hï¿½pital Marie Lannelongue;2.2742127610611096;48.78319166047308;395;Bus;48.78319166047308, 2.2742127610611096;Le Plessis-Robinson;92060
Morteaux;2.307574920272586;48.760364423153774;396;Bus;48.760364423153774, 2.307574920272586;Antony;92002
Pont d'Antony;2.305317988153915;48.75106014315073;396;Bus;48.75106014315073, 2.305317988153915;Antony;92002
Rueil-Malmaison RER;2.172446477651617;48.88713794361088;467;Bus;48.88713794361088, 2.1724464776516172;Rueil-Malmaison;92063
Baudin;2.178742590144509;48.88396163585615;467;Bus;48.883961635856146, 2.178742590144509;Rueil-Malmaison;92063
Eglise;2.180390895968578;48.87627449314903;467;Bus;48.87627449314903, 2.180390895968578;Rueil-Malmaison;92063
Place Richelieu;2.182198302798086;48.87318408170245;467;Bus;48.87318408170245, 2.182198302798086;Rueil-Malmaison;92063
Saint-Cucufa;2.17139671600727;48.86226349812144;467;Bus;48.862263498121436, 2.17139671600727;Rueil-Malmaison;92063
Collï¿½ge Passy - Buzenval;2.1828518070583462;48.85933838196338;467;Bus;48.85933838196338, 2.1828518070583462;Rueil-Malmaison;92063
Gï¿½nï¿½ral Leclerc;2.2084064847644744;48.84243110514147;467;Bus;48.84243110514147, 2.2084064847644744;Saint-Cloud;92064
Chevrillon;2.219336630707037;48.84592055730606;467;Bus;48.84592055730606, 2.2193366307070366;Saint-Cloud;92064
Rhin et Danube - Bï¿½ranger;2.22840804678176;48.839746739430495;467;Bus;48.839746739430495, 2.2284080467817597;Boulogne-Billancourt;92012
Collï¿½ge Gounod;2.21368355416501;48.84307748434802;467;Bus;48.84307748434802, 2.21368355416501;Saint-Cloud;92064
Gï¿½nï¿½ral Leclerc;2.2060923814037032;48.84228086316196;467;Bus;48.84228086316196, 2.2060923814037032;Saint-Cloud;92064
Porte Jaune - Pasteur;2.199806740755205;48.84166338034829;467;Bus;48.841663380348294, 2.199806740755205;Saint-Cloud;92064
Foch - 19 Janvier;2.201354384507896;48.8491475369773;467;Bus;48.8491475369773, 2.201354384507896;Saint-Cloud;92064
Henri Regnault;2.190780786722617;48.85870874422135;467;Bus;48.858708744221346, 2.1907807867226166;Rueil-Malmaison;92063
Saint-Cucufa;2.171478679692944;48.863109469144256;467;Bus;48.863109469144256, 2.1714786796929437;Rueil-Malmaison;92063
Gï¿½nï¿½ral de Miribel;2.1754043189580163;48.867426543174695;467;Bus;48.867426543174695, 2.1754043189580163;Rueil-Malmaison;92063
Place Besche;2.1863367840987475;48.869219140503965;467;Bus;48.869219140503965, 2.1863367840987475;Rueil-Malmaison;92063
Colmar;2.17517174252111;48.88641928537346;467;Bus;48.88641928537346, 2.17517174252111;Rueil-Malmaison;92063
Rueil-Malmaison RER;2.172845067134481;48.88694284184652;467;Bus;48.88694284184652, 2.1728450671344812;Rueil-Malmaison;92063
Gare de Vaucresson;2.1522435140470755;48.83722556527395;6276;Bus;48.83722556527395, 2.1522435140470755;Vaucresson;92076
Suresnes;2.2159237724261067;48.88346445003853;559B;Bus;48.883464450038524, 2.2159237724261067;Nanterre;92050
Luaps;2.210306346742568;48.88071150753434;559B;Bus;48.88071150753434, 2.2103063467425677;Nanterre;92050
La Source;2.204374623181494;48.88696764423855;559B;Bus;48.886967644238545, 2.204374623181494;Nanterre;92050
La Source;2.206290532512404;48.88653068917026;559B;Bus;48.886530689170264, 2.206290532512404;Nanterre;92050
Les Chï¿½nevreux;2.207523980810976;48.88523481296111;559B;Bus;48.88523481296111, 2.2075239808109757;Nanterre;92050
Les Louvetiers;2.213242565323065;48.88131541425193;559B;Bus;48.88131541425193, 2.213242565323065;Nanterre;92050
Verdun;2.2171192291050006;48.88286071950159;559B;Bus;48.88286071950159, 2.2171192291050006;Nanterre;92050
Gabriel Pï¿½ri;2.1983662944677165;48.8892478696522;559C;Bus;48.8892478696522, 2.1983662944677165;Nanterre;92050
Berthelot;2.20816767577623;48.89581529227805;559C;Bus;48.89581529227805, 2.20816767577623;Nanterre;92050
Politzer;2.20942328185312;48.89307162243037;559C;Bus;48.89307162243037, 2.2094232818531196;Nanterre;92050
Hï¿½tel de Ville - Citï¿½ Administrative;2.205481108099434;48.89220914787672;559C;Bus;48.89220914787672, 2.205481108099434;Nanterre;92050
Chemin de l'Ile;2.1902417861513594;48.89952658843711;559D;Bus;48.89952658843711, 2.1902417861513594;Nanterre;92050
Benoit Frachon;2.190880469714277;48.895295038043045;559D;Bus;48.895295038043045, 2.190880469714277;Nanterre;92050
Rue de la Station / Asniï¿½res-sur-Seine;2.2856790758135976;48.90698665017311;A;Bus;48.90698665017311, 2.2856790758135976;Asniï¿½res-sur-Seine;92004
Domaine de la Marche;2.155657132797636;48.83676404089509;6284;Bus;48.83676404089509, 2.1556571327976357;Marnes-la-Coquette;92047
Prï¿½ au Bois;2.169960534717863;48.84631666555099;6284;Bus;48.84631666555099, 2.169960534717863;Vaucresson;92076
