route_id;route_long_name;stop_id;stop_name;stop_lon;stop_lat;OperatorName;shortName;mode;Pointgeo;Nom_commune;Code_insee
IDFM:C01349;564;IDFM:24761;Bois Saint-P�re;2.166022108150171;48.86421376260649;RATP;564;Bus;48.86421376260649, 2.166022108150171;Rueil-Malmaison;92063
IDFM:C01349;564;IDFM:24764;Bergerie;2.1626614048541626;48.86382155653285;RATP;564;Bus;48.86382155653285, 2.1626614048541626;Rueil-Malmaison;92063
IDFM:C01349;564;IDFM:24762;Les Pince-Vins;2.1588630363483547;48.86183430063777;RATP;564;Bus;48.86183430063777, 2.1588630363483547;Rueil-Malmaison;92063
IDFM:C01350;565;IDFM:36773;Place Besche;2.1863367840987475;48.869219140503965;RATP;565;Bus;48.869219140503965, 2.1863367840987475;Rueil-Malmaison;92063
IDFM:C01350;565;IDFM:28532;Eglise;2.180390895968578;48.87627449314903;RATP;565;Bus;48.87627449314903, 2.180390895968578;Rueil-Malmaison;92063
IDFM:C01350;565;IDFM:22071;Fond Louvet;2.1846233745953816;48.86632952906752;RATP;565;Bus;48.86632952906752, 2.1846233745953816;Rueil-Malmaison;92063
IDFM:C01351;566;IDFM:26247;Les Vall�es;2.2577746376009173;48.91500976261348;RATP;566;Bus;48.91500976261348, 2.2577746376009173;Colombes;92025
IDFM:C01351;566;IDFM:24752;Mar�chal Joffre;2.261173587887567;48.919716180239185;RATP;566;Bus;48.919716180239185, 2.261173587887567;Colombes;92025
IDFM:C01351;566;IDFM:462080;Varsovie;2.249218563822051;48.91412008612866;RATP;566;Bus;48.91412008612866, 2.249218563822051;Colombes;92025
IDFM:C01352;TIM;IDFM:20489;Marais;2.249676624988602;48.81041812562947;RATP;TIM;Bus;48.81041812562947, 2.249676624988602;Meudon;92048
IDFM:C01352;TIM;IDFM:25685;Petite Fontaine;2.252204204258321;48.81078472786571;RATP;TIM;Bus;48.81078472786571, 2.252204204258321;Meudon;92048
IDFM:C01352;TIM;IDFM:8097;11 Novembre;2.227305218674149;48.821311222456025;RATP;TIM;Bus;48.821311222456025, 2.227305218674149;Meudon;92048
IDFM:C01352;TIM;IDFM:25690;Terre Neuve;2.233529988832802;48.8083190242804;RATP;TIM;Bus;48.8083190242804, 2.233529988832802;Meudon;92048
IDFM:C01352;TIM;IDFM:482681;Terre Neuve;2.234089813135787;48.808214684079445;RATP;TIM;Bus;48.808214684079445, 2.234089813135787;Meudon;92048
IDFM:C01353;SUBB;IDFM:25704;Gallieni - Thiers;2.247638681264546;48.8374679032163;RATP;SUBB;Bus;48.8374679032163, 2.247638681264546;Boulogne-Billancourt;92012
IDFM:C01353;SUBB;IDFM:25708;Thiers Edouard Vaillant;2.2490507953221006;48.83591185979018;RATP;SUBB;Bus;48.83591185979018, 2.2490507953221006;Boulogne-Billancourt;92012
